,FilmID,Tittel,Sjanger
1954,1986,Crash (1996),Drama|Thriller
1955,1987,"Lovers on the Bridge, The (Les Amants du Pont-Neuf) (1991)",Drama|Romance
1956,1988,Jail Bait (1954),Crime|Drama
1957,1989,Jason's Lyric (1994),Crime|Drama
1958,1990,Clubland (1998),Drama
1959,1991,"Producers, The (1968)",Comedy|Musical
1960,1992,One Crazy Summer (1986),Comedy
1961,1993,eXistenZ (1999),Action|Sci-Fi|Thriller
1962,1994,"Prophecy II, The (1998)",Horror
1963,1995,Children of a Lesser God (1986),Drama
1964,1996,Men Don't Leave (1990),Drama
1965,1997,Eraser (1996),Action|Thriller
1966,1998,Window to Paris (1994),Comedy
1967,1999,"Truth About Cats & Dogs, The (1996)",Comedy|Romance
1968,2000,"Wolf Man, The (1941)",Horror
1969,2001,Night of the Comet (1984),Action|Horror|Sci-Fi
1970,2002,"Last of the High Kings, The (a.k.a. Summer Fling) (1996)",Drama
1971,2003,"First Wives Club, The (1996)",Comedy
1972,2004,Before and After (1996),Drama|Mystery
1973,2005,"Tao of Steve, The (2000)",Comedy
1974,2006,"Corrina, Corrina (1994)",Comedy|Drama|Romance
1975,2007,Fallen (1998),Action|Mystery|Thriller
1976,2008,How Green Was My Valley (1941),Drama
1977,2009,Free Willy (1993),Adventure|Children's|Drama
1978,2010,12 Angry Men (1957),Drama
1979,2011,Woman in the Dunes (Suna no onna) (1964),Drama
1980,2012,"Run Silent, Run Deep (1958)",War
1981,2013,Battlefield Earth (2000),Action|Sci-Fi
1982,2014,Palookaville (1996),Action|Drama
1983,2016,In the Line of Fire (1993),Action|Thriller
1984,2017,"Getaway, The (1994)",Action
1985,2018,Glen or Glenda (1953),Drama
1986,2019,Let's Get Harry (1986),Action|Adventure
1987,2020,"Apple, The (Sib) (1998)",Drama
1988,2021,Beat the Devil (1954),Comedy|Drama
1989,2022,Tommy (1975),Drama|Musical
1990,2023,Children of the Corn IV: The Gathering (1996),Horror
1991,2024,Infinity (1996),Drama
1992,2025,Roustabout (1964),Musical
1993,2026,How to Stuff a Wild Bikini (1965),Comedy
1994,2027,All the Vermeers in New York (1990),Comedy|Drama|Romance
1995,2028,"Professional, The (a.k.a. Leon: The Professional) (1994)",Crime|Drama|Romance|Thriller
1996,2029,"Grass Harp, The (1995)",Drama
1997,2030,Singin' in the Rain (1952),Musical|Romance
1998,2031,Star Trek III: The Search for Spock (1984),Action|Adventure|Sci-Fi
1999,2032,Mad Dog Time (1996),Crime
2000,2033,"Nightmare on Elm Street Part 2: Freddy's Revenge, A (1985)",Horror
2001,2034,House (1986),Comedy|Horror
2002,2035,Slaughterhouse (1987),Horror
2003,2036,Twelve Monkeys (1995),Drama|Sci-Fi
2004,2037,"Haunting, The (1999)",Horror|Thriller
2005,2038,Agnes of God (1985),Drama|Mystery
2006,2039,Network (1976),Comedy|Drama
2007,2040,Deadtime Stories (1987),Horror
2008,2041,Wilde (1997),Drama
2009,2042,Kissing a Fool (1998),Comedy|Romance
2010,2043,Beavis and Butt-head Do America (1996),Animation|Comedy
2011,2044,"Hideous Sun Demon, The (1959)",Horror|Sci-Fi
2012,2045,Blowup (1966),Drama|Mystery
2013,2046,Duoluo tianshi (1995),Drama
2014,2047,Dog Day Afternoon (1975),Comedy|Crime|Drama
2015,2048,Losing Isaiah (1995),Drama
2016,2049,Cyrano de Bergerac (1990),Action|Drama|Romance
2017,2050,"Parent Trap, The (1961)",Children's|Drama
2018,2051,Diamonds (1999),Mystery
2019,2052,Barney's Great Adventure (1998),Adventure|Children's
2020,2053,Live Flesh (1997),Drama
2021,2054,Inside (1996),Action
2022,2055,Get Carter (1971),Thriller
2023,2056,Held Up (2000),Comedy
2024,2057,Red Dawn (1984),Action|War
2025,2058,Tough and Deadly (1995),Action|Drama|Thriller
2026,2059,Carrie (1976),Horror
2027,2060,"Good, The Bad and The Ugly, The (1966)",Action|Western
2028,2061,From Here to Eternity (1953),Drama|Romance|War
2029,2062,Bread and Chocolate (Pane e cioccolata) (1973),Drama
2030,2063,Girlfight (2000),Drama
2031,2064,"Best Man, The (Il Testimone dello sposo) (1997)",Comedy|Drama
2032,2065,"Dog of Flanders, A (1999)",Drama
2033,2066,Miami Rhapsody (1995),Comedy
2034,2067,Poison (1991),Drama
2035,2068,Bullets Over Broadway (1994),Comedy
2036,2069,But I'm a Cheerleader (1999),Comedy
2037,2070,"Slingshot, The (Kådisbellan ) (1993)",Comedy|Drama
2038,2071,Stand and Deliver (1987),Drama
2039,2072,"Monster, The (Il Mostro) (1994)",Comedy
2040,2073,Cujo (1983),Horror|Thriller
2041,2074,"Trigger Effect, The (1996)",Drama|Thriller
2042,2075,"Big Hit, The (1998)",Action|Comedy
2043,2076,"Object of My Affection, The (1998)",Comedy|Romance
2044,2077,"Limey, The (1999)",Action|Crime|Drama
2045,2078,Mission to Mars (2000),Sci-Fi
2046,2079,Raining Stones (1993),Drama
2047,2080,"Lost Son, The (1999)",Drama
2048,2081,"Big Green, The (1995)",Children|Comedy
2049,2082,"Fisher King, The (1991)",Comedy|Drama|Romance
2050,2083,Flesh and Bone (1993),Drama|Mystery|Romance
2051,2084,"Wife, The (1995)",Comedy|Drama
2052,2085,Nico Icon (1995),Documentary
2053,2086,Lassie (1994),Adventure|Children
2054,2087,"Nightmare on Elm Street 5: The Dream Child, A (1989)",Horror
2055,2088,History of the World: Part I (1981),Comedy
2056,2089,"Hand That Rocks the Cradle, The (1992)",Thriller
2057,2090,I Don't Want to Talk About It (De eso no se habla) (1993),Drama
2058,2091,Chasing Amy (1997),Drama|Romance
2059,2092,Ed (1996),Comedy
2060,2093,Hoogste tijd (1995),Drama
2061,2094,Indian Summer (a.k.a. Alive & Kicking) (1996),Comedy|Drama
2062,2095,Wayne's World (1992),Comedy
2063,2096,Torso (Corpi Presentano Tracce di Violenza Carnale) (1973),Horror
2064,2097,Multiplicity (1996),Comedy
2065,2098,My Best Friend's Wedding (1997),Comedy|Romance
2066,2099,Harvey (1950),Comedy
2067,2100,Airheads (1994),Comedy
2068,2101,"War Zone, The (1999)",Drama
2069,2102,"Map of the World, A (1999)",Drama
2070,2104,Snake Eyes (1998),Action|Crime|Mystery|Thriller
2071,2105,"Castaway Cowboy, The (1974)",Comedy|Western
2072,2106,Hedd Wyn (1992),Drama
2073,2107,Algiers (1938),Drama|Romance
2074,2108,American Movie (1999),Documentary
2075,2109,Chariots of Fire (1981),Drama
2076,2110,Godzilla (Gojira) (1984),Action|Sci-Fi
2077,2111,Hard Core Logo (1996),Comedy
2078,2112,Haunted Honeymoon (1986),Comedy
2079,2113,"Net, The (1995)",Sci-Fi|Thriller
2080,2114,Vegas Vacation (1997),Comedy
2081,2115,Shaft in Africa (1973),Action|Crime
2082,2116,"Man from Down Under, The (1943)",Drama
2083,2117,"Wrong Man, The (1956)",Drama|Film-Noir|Thriller
2084,2118,"Black Cauldron, The (1985)",Animation|Children
2085,2119,Squeeze (1996),Drama
2086,2120,"American Tail, An (1986)",Animation|Children's|Comedy
2087,2121,One Man's Hero (1999),Drama|War
2088,2122,Breaker Morant (1980),Drama|War
2089,2123,Village of the Damned (1995),Horror|Sci-Fi
2090,2124,"Eighth Day, The (Le Huitième jour ) (1996)",Drama
2091,2125,"Tingler, The (1959)",Horror
2092,2126,Poison Ivy (1992),Thriller
2093,2127,Stay Tuned (1992),Comedy
2094,2128,Scream 2 (1997),Horror|Thriller
2095,2129,"Perez Family, The (1995)",Comedy|Romance
2096,2130,Missing in Action (1984),Action|War
2097,2131,Molly (1999),Comedy|Drama
2098,2132,"Day the Sun Turned Cold, The (Tianguo niezi) (1994)",Drama
2099,2133,Blue Sky (1994),Drama|Romance
2100,2134,Six of a Kind (1934),Comedy
2101,2135,Robin Hood: Men in Tights (1993),Comedy
2102,2136,In God's Hands (1998),Action|Drama
2103,2137,Killer (Bulletproof Heart) (1994),Thriller
2104,2138,Farmer & Chase (1995),Comedy
2105,2139,Meatballs (1979),Comedy
2106,2140,"Island of Dr. Moreau, The (1996)",Sci-Fi|Thriller
2107,2141,Desperate Measures (1998),Crime|Drama|Thriller
2108,2142,Mallrats (1995),Comedy
2109,2143,Alien Escape (1995),Horror|Sci-Fi
2110,2144,West Beirut (West Beyrouth) (1998),Drama
2111,2145,Jupiter's Wife (1994),Documentary
2112,2146,Rhyme & Reason (1997),Documentary
2113,2147,"Color of Money, The (1986)",Drama
2114,2148,End of Days (1999),Action|Thriller
2115,2149,Rocky V (1990),Action|Drama
2116,2150,Hands on a Hard Body (1996),Documentary
2117,2151,Geronimo: An American Legend (1993),Drama|Western
2118,2152,Major League: Back to the Minors (1998),Comedy
2119,2153,Othello (1995),Drama
2120,2154,Mad Love (1995),Drama|Romance
2121,2155,Lured (1947),Crime
2122,2156,Autopsy (Macchie Solari) (1975),Horror
2123,2157,Blackbeard's Ghost (1968),Children's|Comedy
2124,2158,Stepmom (1998),Drama
2125,2159,Instinct (1999),Drama|Thriller
2126,2160,"Pope of Greenwich Village, The (1984)",Action
2127,2161,Headless Body in Topless Bar (1995),Comedy
2128,2162,For Richer or Poorer (1997),Comedy
2129,2163,Boogie Nights (1997),Drama
2130,2164,"Mrs. Brown (Her Majesty, Mrs. Brown) (1997)",Drama|Romance
2131,2165,Problem Child (1990),Comedy
2132,2166,I Saw What You Did (1965),Thriller
2133,2168,Windows (1980),Drama
2134,2169,Coming Home (1978),Drama|War
2135,2170,Baton Rouge (1988),Thriller
2136,2171,Quest for Camelot (1998),Adventure|Animation|Children's|Fantasy
2137,2172,All About My Mother (Todo Sobre Mi Madre) (1999),Comedy|Drama
2138,2173,Frogs for Snakes (1998),Comedy|Film-Noir|Thriller
2139,2174,Manhattan (1979),Comedy|Drama|Romance
2140,2175,Character (Karakter) (1997),Drama
2141,2176,"Concorde: Airport '79, The (1979)",Drama
2142,2177,Dick Tracy (1990),Action|Crime
2143,2178,U.S. Marshalls (1998),Action|Thriller
2144,2180,My Life and Times With Antonin Artaud (En compagnie d'Antonin Artaud) (1993),Drama
2145,2181,Guys and Dolls (1955),Musical
2146,2182,B. Monkey (1998),Romance|Thriller
2147,2183,Krippendorf's Tribe (1998),Comedy
2148,2184,Raise the Titanic (1980),Drama|Thriller
2149,2185,Condo Painting (2000),Documentary
2150,2186,Marlene Dietrich: Shadow and Light (1996),Documentary
2151,2187,Babymother (1998),Drama
2152,2188,Mutters Courage (1995),Comedy
2153,2189,"Doors, The (1991)",Drama|Musical
2154,2190,Not One Less (Yi ge dou bu neng shao) (1999),Drama
2155,2191,City of the Living Dead (Paura nella città dei morti viventi) (1980),Horror
2156,2192,Set It Off (1996),Action|Crime
2157,2193,Return from Witch Mountain (1978),Children's|Sci-Fi
2158,2194,"Adventures of Rocky and Bullwinkle, The (2000)",Animation|Children|Comedy
2159,2195,Two Friends (1986),Drama
2160,2196,Police Academy 6: City Under Siege (1989),Comedy
2161,2197,10 Things I Hate About You (1999),Comedy|Romance
2162,2198,Swiss Family Robinson (1960),Adventure|Children's
2163,2200,"Amazing Panda Adventure, The (1995)",Adventure|Children
2164,2201,Dead Man Walking (1995),Drama
2165,2202,Rebel Without a Cause (1955),Drama
2166,2203,Mixed Nuts (1994),Comedy
2167,2204,Candyman (1992),Horror
2168,2205,"Castle, The (1997)",Comedy
2169,2206,"Close Shave, A (1995)",Animation|Comedy|Thriller
2170,2207,Death Wish (1974),Action|Drama
2171,2208,Skipped Parts (2000),Drama|Romance
2172,2209,God Said 'Ha!' (1998),Comedy
2173,2210,Antonia's Line (Antonia) (1995),Drama
2174,2211,"Streetcar Named Desire, A (1951)",Drama
2175,2212,Airplane! (1980),Comedy
2176,2213,Bull Durham (1988),Comedy
2177,2214,"Emerald Forest, The (1985)",Action|Adventure|Drama
2178,2215,Toys (1992),Action|Comedy|Fantasy
2179,2216,"Guns of Navarone, The (1961)",Action|Drama|War
2180,2217,Police Academy (1984),Comedy
2181,2218,"Cutting Edge, The (1992)",Drama
2182,2219,"Dead Zone, The (1983)",Horror|Thriller
2183,2220,"Babysitter, The (1995)",Drama|Thriller
2184,2221,Cookie's Fortune (1999),Mystery
2185,2222,Earthquake (1974),Action
2186,2223,Stiff Upper Lips (1998),Comedy
2187,2224,Guinevere (1999),Drama|Romance
2188,2225,"Final Conflict, The (a.k.a. Omen III: The Final Conflict) (1981)",Horror
2189,2226,Herbie Goes to Monte Carlo (1977),Adventure|Children's|Comedy
2190,2227,Swingers (1996),Comedy|Drama
2191,2228,Last Night (1998),Thriller
2192,2229,Celebrity (1998),Comedy
2193,2230,Soft Toilet Seats (1999),Comedy
2194,2231,Stonewall (1995),Drama
2195,2232,Blazing Saddles (1974),Comedy|Western
2196,2233,Hamlet (2000),Drama
2197,2234,Urbania (2000),Drama
2198,2235,Real Genius (1985),Comedy
2199,2236,Mission: Impossible (1996),Action|Adventure|Mystery
2200,2237,Marie Baie Des Anges (1997),Drama
2201,2238,North (1994),Comedy
2202,2239,Supercop (1992),Action|Thriller
2203,2240,Sacco and Vanzetti (Sacco e Vanzetti) (1971),Drama
2204,2241,"Fan, The (1996)",Thriller
2205,2242,Titanic (1953),Action|Drama
2206,2243,Woman on Top (2000),Comedy|Romance
2207,2244,Three Lives and Only One Death (1996),Comedy
2208,2245,"Running Man, The (1987)",Action|Adventure|Sci-Fi
2209,2246,"Month by the Lake, A (1995)",Comedy|Drama
2210,2247,"Whole Wide World, The (1996)",Drama
2211,2248,"Exorcist III, The (1990)",Horror
2212,2249,Star Kid (1997),Adventure|Children's|Fantasy|Sci-Fi
2213,2250,Citizen Ruth (1996),Comedy|Drama
2214,2251,What's Love Got to Do with It? (1993),Drama
2215,2252,Princess Caraboo (1994),Drama
2216,2253,Gods and Monsters (1998),Drama
2217,2254,28 Days (2000),Comedy
2218,2255,Nashville (1975),Drama|Musical
2219,2256,His Girl Friday (1940),Comedy
2220,2257,Kids in the Hall: Brain Candy (1996),Comedy
2221,2258,Once Upon a Time in America (1984),Crime|Drama|Thriller
2222,2259,Missing in Action 2: The Beginning (1985),Action|War
2223,2260,Fright Night (1985),Comedy|Horror
2224,2261,Andre (1994),Adventure|Children
2225,2262,Operation Condor (Feiying gaiwak) (1990),Action|Adventure|Comedy
2226,2263,"Truth or Consequences, N.M. (1997)",Action|Crime|Romance
2227,2264,D3: The Mighty Ducks (1996),Children|Comedy
2228,2265,"Alan Smithee Film: Burn Hollywood Burn, An (1997)",Comedy
2229,2266,Crocodile Dundee (1986),Adventure|Comedy
2230,2267,Beautiful Girls (1996),Drama
2231,2268,Foxfire (1996),Drama
2232,2269,Vertigo (1958),Mystery|Thriller
2233,2270,Diebinnen (1995),Drama
2234,2271,Wyatt Earp (1994),Western
2235,2272,Fear and Loathing in Las Vegas (1998),Comedy|Drama
2236,2273,"Edge, The (1997)",Adventure|Thriller
2237,2274,Runaway Bride (1999),Comedy|Romance
2238,2275,Poison Ivy II (1995),Thriller
2239,2276,"Lovers of the Arctic Circle, The (Los Amantes del Círculo Polar) (1998)",Drama|Romance
2240,2277,"Silence of the Lambs, The (1991)",Drama|Thriller
2241,2278,Mad About Mambo (2000),Comedy|Romance
2242,2279,"Santa Clause, The (1994)",Children's|Comedy|Fantasy
2243,2280,Selena (1997),Drama|Musical
2244,2281,Lotto Land (1995),Drama
2245,2282,Addams Family Values (1993),Comedy
2246,2283,And God Created Woman (1988),Comedy|Drama|Romance
2247,2284,Artemisia (1997),Drama
2248,2285,Risky Business (1983),Comedy
2249,2286,Like Water for Chocolate (Como agua para chocolate) (1992),Drama|Romance
2250,2287,"Conversation, The (1974)",Drama|Mystery
2251,2288,"Englishman Who Went Up a Hill, But Came Down a Mountain, The (1995)",Comedy|Romance
2252,2289,Jagged Edge (1985),Thriller
2253,2290,Waking the Dead (1999),Drama
2254,2291,"Snows of Kilimanjaro, The (1952)",Adventure
2255,2292,Trial and Error (1997),Comedy|Romance
2256,2293,Breaking the Waves (1996),Drama
2257,2294,Mass Appeal (1984),Drama
2258,2295,"Life Less Ordinary, A (1997)",Romance|Thriller
2259,2296,Dr. No (1962),Action
2260,2297,This Is Spinal Tap (1984),Comedy|Drama|Musical
2261,2298,Beautiful People (1999),Comedy
2262,2299,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963),Sci-Fi|War
2263,2300,"Paradine Case, The (1947)",Drama
2264,2301,"Great Locomotive Chase, The (1956)",Adventure|War
2265,2302,Amityville II: The Possession (1982),Horror
2266,2303,Mad Max (1979),Action|Sci-Fi
2267,2304,Hurlyburly (1998),Drama
2268,2305,Bad Girls (1994),Western
2269,2306,Mickey Blue Eyes (1999),Comedy|Romance
2270,2307,Funny Face (1957),Comedy|Musical
2271,2308,"Fifth Element, The (1997)",Action|Sci-Fi
2272,2309,Hello Mary Lou: Prom Night II (1987),Horror
2273,2310,Chushingura (1962),Drama
2274,2311,Sarafina! (1992),Drama
2275,2312,"Big Squeeze, The (1996)",Comedy|Drama
2276,2313,Murder in the First (1995),Drama|Thriller
2277,2314,"Affair of Love, An (Une Liaison Pornographique) (1999)",Drama|Romance
2278,2315,"Quiet Room, The (1996)",Drama
2279,2316,Porky's Revenge (1985),Comedy
2280,2317,Batman & Robin (1997),Action|Adventure|Crime
2281,2318,Dancemaker (1998),Documentary
2282,2319,Even Dwarfs Started Small (Auch Zwerge haben klein angefangen) (1971),Drama
2283,2320,Rent-A-Cop (1988),Action|Comedy
2284,2321,"Prophecy, The (1995)",Horror
2285,2322,"Substitute, The (1996)",Action
2286,2323,Wild America (1997),Adventure|Children
2287,2324,Heart Condition (1990),Comedy
2288,2325,"Funeral, The (1996)",Drama
2289,2326,"Thieves (Voleurs, Les) (1996)",Crime|Drama|Romance
2290,2327,Johns (1996),Drama
2291,2328,"Little Shop of Horrors, The (1960)",Comedy|Horror
2292,2329,Passion of Mind (1999),Romance|Thriller
2293,2330,"Garbage Pail Kids Movie, The (1987)",Adventure|Children's
2294,2331,"Presidio, The (1988)",Action
2295,2332,For a Few Dollars More (1965),Western
2296,2333,Near Dark (1987),Comedy|Horror
2297,2334,"Steal Big, Steal Little (1995)",Comedy
2298,2335,Under the Rainbow (1981),Comedy
2299,2336,Topsy-Turvy (1999),Drama
2300,2337,Wonderland (1997),Documentary
2301,2338,Mirage (1995),Action|Thriller
2302,2339,Robin Hood (1973),Animation|Children's
2303,2340,3 Strikes (2000),Comedy
2304,2342,Men in Black (1997),Action|Adventure|Comedy|Sci-Fi
2305,2343,"Tin Drum, The (Blechtrommel, Die) (1979)",Drama
2306,2344,"MatchMaker, The (1997)",Comedy|Romance
2307,2345,Sparrows (1926),Drama
2308,2346,Hoosiers (1986),Drama
2309,2347,"Letter From Death Row, A (1998)",Crime|Drama
2310,2348,"Cider House Rules, The (1999)",Drama
2311,2349,Go Now (1995),Drama
2312,2350,Cats Don't Dance (1997),Animation|Children's|Musical
2313,2351,Deliverance (1972),Adventure|Thriller
2314,2352,Ulee's Gold (1997),Drama
2315,2353,"Creature From the Black Lagoon, The (1954)",Horror
2316,2354,Maximum Risk (1996),Action|Adventure|Thriller
2317,2355,Sinbad and the Eye of the Tiger (1977),Action|Adventure
2318,2356,"Man for All Seasons, A (1966)",Drama
2319,2357,Bound for Glory (1976),Drama
2320,2358,Night of the Creeps (1986),Comedy|Horror|Sci-Fi
2321,2360,Frances (1982),Drama
2322,2361,Across the Sea of Time (1995),Documentary
2323,2362,"Bear, The (1988)",Adventure
2324,2363,Friday the 13th (1980),Horror
2325,2364,Puppet Master II (1990),Horror|Sci-Fi|Thriller
2326,2366,"Killer, The (Die xue shuang xiong) (1989)",Action|Thriller
2327,2367,Margaret's Museum (1995),Drama
2328,2368,Home Page (1999),Documentary
2329,2369,Midnight Express (1978),Drama
2330,2370,Wrongfully Accused (1998),Action|Comedy
2331,2371,"Cérémonie, La (1995)",Drama
2332,2372,"Fantastic Night, The (La Nuit Fantastique) (1949)",Romance
2333,2373,Light Years (1988),Sci-Fi
2334,2374,Free Enterprise (1998),Comedy|Romance|Sci-Fi
2335,2375,Bad Company (1995),Action
2336,2376,Dolores Claiborne (1994),Drama|Thriller
2337,2377,Stealing Home (1988),Drama
2338,2378,Balto (1995),Animation|Children
2339,2379,She's the One (1996),Comedy|Romance
2340,2380,Desert Winds (1995),Drama
2341,2381,"War, The (1994)",Adventure|Drama
2342,2382,Felicia's Journey (1999),Thriller
2343,2383,Kelly's Heroes (1970),Action|Comedy|War
2344,2384,Harriet the Spy (1996),Children's|Comedy
2345,2385,"Sixth Man, The (1997)",Comedy
2346,2386,Leather Jacket Love Story (1997),Drama|Romance
2347,2387,Wide Awake (1998),Children's|Comedy|Drama
2348,2388,Aladdin (1992),Animation|Children|Comedy|Musical
2349,2389,Singles (1992),Comedy|Drama|Romance
2350,2390,"Ref, The (1994)",Comedy
2351,2391,Shadow Conspiracy (1997),Thriller
2352,2392,Delicatessen (1991),Comedy|Sci-Fi
2353,2393,Catfish in Black Bean Sauce (2000),Comedy|Drama
2354,2394,Shadow of a Doubt (1943),Film-Noir|Thriller
2355,2395,Ed Wood (1994),Comedy|Drama
2356,2396,Solas (1999),Drama
2357,2397,"Proposition, The (1998)",Drama
2358,2398,Edward Scissorhands (1990),Drama|Romance
2359,2399,Black Tights (Les Collants Noirs) (1960),Drama
2360,2400,Sphere (1998),Adventure|Sci-Fi|Thriller
2361,2401,Honeymoon in Vegas (1992),Comedy|Romance
2362,2402,Backbeat (1993),Drama|Musical
2363,2403,Six Days Seven Nights (1998),Adventure|Comedy|Romance
2364,2404,Hideous Kinky (1998),Drama
2365,2405,Spy Hard (1996),Comedy
2366,2406,Outbreak (1995),Action|Drama|Thriller
2367,2407,Time Regained (Le Temps Retrouvé) (1999),Drama
2368,2408,Field of Dreams (1989),Drama
2369,2409,"Madness of King George, The (1994)",Drama
2370,2410,Basquiat (1996),Drama
2371,2411,"Leopard Son, The (1996)",Documentary
2372,2412,Somebody to Love (1994),Drama
2373,2413,Deterrence (1998),Thriller
2374,2414,"Man in the Iron Mask, The (1998)",Action|Drama|Romance
2375,2415,Babes in Toyland (1961),Children|Fantasy|Musical
2376,2416,Fall Time (1995),Drama
2377,2417,Mildred Pierce (1945),Drama
2378,2418,Shall We Dance? (Shall We Dansu?) (1996),Comedy
2379,2419,Picnic (1955),Drama
2380,2420,"Effect of Gamma Rays on Man-in-the-Moon Marigolds, The (1972)",Drama
2381,2421,Hana-bi (1997),Comedy|Crime|Drama
2382,2422,Man of the House (1995),Comedy
2383,2423,Last Dance (1996),Drama
2384,2424,Love Is All There Is (1996),Comedy|Drama
2385,2425,"Opportunists, The (1999)",Crime
2386,2426,Live and Let Die (1973),Action
2387,2427,Tokyo Fist (1995),Action|Drama
2388,2428,"Neon Bible, The (1995)",Drama
2389,2429,Backdraft (1991),Action|Drama
2390,2430,Exotica (1994),Drama
2391,2431,Disclosure (1994),Drama|Thriller
2392,2432,Metisse (Café au Lait) (1993),Comedy
2393,2433,Liebelei (1933),Romance
2394,2434,Chain Reaction (1996),Action|Adventure|Thriller
2395,2435,"Face in the Crowd, A (1957)",Drama
2396,2436,"Absent Minded Professor, The (1961)",Children's|Comedy|Fantasy
2397,2437,Carmen Miranda: Bananas Is My Business (1994),Documentary
2398,2438,Color Me Blood Red (1965),Horror
2399,2439,Small Wonders (1996),Documentary
2400,2440,Above the Rim (1994),Drama
2401,2441,JFK (1991),Drama|Mystery
2402,2442,Force of Evil (1948),Film-Noir
2403,2443,Restoration (1995),Drama
2404,2444,Breakdown (1997),Action|Thriller
2405,2445,"Underneath, The (1995)",Mystery|Thriller
2406,2446,Kiss of Death (1995),Crime|Drama|Thriller
2407,2447,Heaven (1998),Thriller
2408,2449,"Ballad of Narayama, The (Narayama Bushiko) (1982)",Drama
2409,2450,Bottle Rocket (1996),Comedy
2410,2451,Detroit Rock City (1999),Comedy
2411,2452,Faust (1994),Animation|Comedy|Thriller
2412,2453,Cavalcade (1933),Drama
2413,2454,Carlito's Way (1993),Crime|Drama
2414,2455,Voyage to the Bottom of the Sea (1961),Adventure|Sci-Fi
2415,2456,Shaft (2000),Action|Crime
2416,2457,Yankee Zulu (1994),Comedy|Drama
2417,2459,Benji (1974),Adventure|Children's
2418,2460,Mad Max 2 (a.k.a. The Road Warrior) (1981),Action|Sci-Fi
2419,2461,"Walk in the Sun, A (1945)",Drama
2420,2462,Boxing Helena (1993),Mystery|Romance|Thriller
2421,2463,Leaving Las Vegas (1995),Drama|Romance
2422,2464,Brazil (1985),Sci-Fi
2423,2465,Phantasm IV: Oblivion (1998),Horror
2424,2466,Jeffrey (1995),Comedy
2425,2467,Blood Feast (1963),Horror
2426,2468,Sesame Street Presents Follow That Bird (1985),Children's|Comedy
2427,2469,Smoke (1995),Drama
2428,2470,8 Heads in a Duffel Bag (1997),Comedy
2429,2471,George of the Jungle (1997),Children|Comedy
2430,2472,My Son the Fanatic (1998),Comedy|Drama|Romance
2431,2473,Deadly Friend (1986),Horror
2432,2474,Stand by Me (1986),Adventure|Comedy|Drama
2433,2475,Mother Night (1996),Drama
2434,2476,Mamma Roma (1962),Drama
2435,2477,"Body Snatcher, The (1945)",Horror
2436,2478,Onegin (1999),Drama
2437,2479,"Matrix, The (1999)",Action|Sci-Fi|Thriller
2438,2480,Who's That Girl? (1987),Comedy
2439,2481,Finding North (1999),Drama|Romance
2440,2482,North by Northwest (1959),Drama|Thriller
2441,2484,"Couch in New York, A (1996)",Comedy|Romance
2442,2485,"Road to El Dorado, The (2000)",Animation|Children
2443,2486,Always Tell Your Wife (1923),Comedy
2444,2487,"Toxic Avenger, The (1985)",Comedy|Horror
2445,2488,Plenty (1985),Drama
2446,2489,"Pagemaster, The (1994)",Action|Adventure|Animation|Children|Fantasy
2447,2490,American Dream (1990),Documentary
2448,2491,"Brain That Wouldn't Die, The (1962)",Horror|Sci-Fi
2449,2492,Raging Bull (1980),Drama
2450,2493,Female Perversions (1996),Drama
2451,2494,Blow-Out (La Grande Bouffe) (1973),Drama
2452,2495,Friday the 13th Part 2 (1981),Horror
2453,2496,"Stranger, The (1994)",Action
2454,2497,"Hunt for Red October, The (1990)",Action|Thriller
2455,2498,"Masque of the Red Death, The (1964)",Horror
2456,2499,Very Bad Things (1998),Comedy|Crime
2457,2500,Roula (1995),Drama
2458,2501,Priest (1994),Drama
2459,2502,Lifeboat (1944),Drama|Thriller|War
2460,2503,Watership Down (1978),Animation|Children's|Drama|Fantasy
2461,2504,Dracula (1958),Horror
2462,2505,Snow Falling on Cedars (1999),Drama
2463,2506,Amateur (1994),Crime|Drama|Thriller
2464,2507,Rambo: First Blood Part II (1985),Action|War
2465,2508,"Paralyzing Fear: The Story of Polio in America, A (1998)",Documentary
2466,2509,Up Close and Personal (1996),Drama|Romance
2467,2510,Christmas Vacation (1989),Comedy
2468,2511,Ten Benny (1997),Drama
2469,2512,"Arrival, The (1996)",Action|Sci-Fi|Thriller
2470,2513,Dadetown (1995),Documentary
2471,2514,Top Gun (1986),Action|Romance
2472,2515,Experience Preferred... But Not Essential (1982),Drama
2473,2516,Ghostbusters (1984),Comedy|Horror
2474,2517,Let it Come Down: The Life of Paul Bowles (1998),Documentary
2475,2518,With Friends Like These... (1998),Comedy
2476,2519,"Naked Gun 2 1/2: The Smell of Fear, The (1991)",Comedy
2477,2520,In Dreams (1999),Thriller
2478,2521,"Seventh Sign, The (1988)",Thriller
2479,2522,Love Stinks (1999),Comedy
2480,2523,Belly (1998),Crime|Drama
2481,2524,High Plains Drifter (1972),Western
2482,2525,Mighty Joe Young (1998),Adventure|Children's|Drama
2483,2526,Prisoner of the Mountains (Kavkazsky Plennik) (1996),War
2484,2527,42 Up (1998),Documentary
2485,2528,Talking About Sex (1994),Comedy|Drama
2486,2529,Just the Ticket (1999),Comedy|Romance
2487,2530,"Player, The (1992)",Comedy|Drama
